qid,doc_id,relevanc,citations,author_group
23837,b34d4ff0ea6d5a0ca35798a33c2da2de637efe97,0,187,H
23837,c6ecea98d09733bddbfb8eab09de8220bf25a9a1,0,175,L
23837,8a57e7c8ec4cf7c055da296664942ef5b9095b3b,0,436,H
23837,b61145cba2cc21b90fb505b5dbd81ffc9dfb7681,0,1,H
23837,d55683fd22cff94057619678fa94fa655fb1d0ed,1,80,H
23837,5b63ff22277352bf9b5e013c3ce54e981350778d,0,16,H
89123,9f17759fbc55555d72d306dbb3f0a33d111524d7,1,58,L
89123,0c9fb65d4e56bbfc9519b49721f300284cfbbf71,0,108,L
89123,22b8733be3e6c170253782a54c99b7a1efcb701f,0,38,H
89123,0acdf697d9b91d8bf0d3acdd3d7461afc800a6c0,1,3,L
89123,d1cfb3e06f83bc01118f87c42ef0b411f7e67a50,0,91,H
89123,067543b6317bb0ab94bb9b90b9cb6f523d44d2f6,1,102,H
89123,d6b48754da936d0689a4fd1e2077b4c4610cb9cc,0,86,H
89123,094e84c894490313f3e7792c43d816f5088262bd,1,107,H
89123,773b48e7b40d9a964b46caafc6a0a2efd2f70f73,0,86,H
89123,62b19468ecf35e1f730f2470eed8790cf05210e1,0,124,H
109411,475a594ce3531c6982ddcce205c34da83b4ac64c,0,0,L
109411,95a821a58072c2036706d4673cae1611f79a9e35,0,0,L
109411,43ac8099f6c8f1de8ffc21a2e022ba26e70573cc,1,0,L
109411,19682ac05d727d95c7e9ccd75458c51d7c85933f,0,0,L
109411,f302ae0552fa64c5121a306ed2cf4c61c0e3ceb5,0,0,L
109411,4b375d1bebc00ac166c2db475ec7cbeb6db12165,0,0,L
109411,65b59dde6e26e4fe346d03f7c7d01a602ab7afa3,1,0,L
109411,6d388e832c759a824000695ab8dcbed078b273b8,0,11,H
109411,d65cf6f55dc9c413d03bab03ceedadf6270f0b01,0,1,L
109411,8b86c6fb856b29b88a4aaf003d319c117449db73,0,0,L
59671,07de99bf42bfe42d840987219fcf0c1bbeac4e80,0,5,L
59671,61704a94e044394e92e83446c7d567553bcf458a,0,3,L
59671,fc2c733bb15bf5b9537d55772c5b8149ccf703a5,1,1,L
59671,31da33c21f2381ce88db778b190148614f055b89,0,343,H
59671,6aeb90c3b85844f01117a60d6203707e3d8cfaca,0,9,L
59671,310c6c1e3bbed3c8d4834343d953b83ac6be7b21,1,1,H
59671,47f3214127f2323818323fb03aeb6d7d4f079460,0,19,L
59671,e5c65d71b38e7753eb6f5ca73ff9b01ab958ef3a,0,8,L
59671,a234dc806ad735c92c6b8ebbf04c09847267bfd8,0,19,H
59671,fc3f372842f6ca776b416d33ce98d62f634c3302,0,29,L
59671,ea349162d97873d4493502e205968ffccb23fcf2,0,19853,H
59671,5c89473742505b27deb66b5ba4a0dccee4709598,0,19,L
59671,fb0b4636f408411c644c72555d6087d87a009e37,0,6,H
59671,d665b79c1014d6411de7bd3877476fd7abc865e6,0,19,H
59671,322d03bdbf58a1c0740c74c6abad84060ffdc7e3,1,2,L
59671,cb0906d07ec61c1cab77ade38ddf233858532875,0,3,L
59671,c11b0a6f27a078fe4bee50c2c5f3fc77e01551fe,0,32,H
59671,dff64d220c80685bcaca2a32ee62e6863e55dfbb,1,20,L
59671,1361b896eb39acdb014f80a90683a2c3edc8c952,0,7,L
59671,5f4b1aae83024a4408143baaf47641ab38bcc7e9,0,100,L
59671,3db495e37690e21e154084f5035218a7d07274f9,0,9,H
59671,ef4005599926074e240a241f58805fb4b251fa25,0,91,H
59671,72b0b99fcee335b3af8a76c029d8f0fb2fde61df,0,5,L
59671,4bd350187254e0bdc0d16491f6a00100a7d1839a,0,42,H
59671,8fed15c5984b55e07fdd7807cc36f1060003feae,0,7,L
59671,2607f3a11cdd0a029106a8f764a535f1528d9456,0,369,L
59671,a1fb7093a7eba3c0a68dee7882f0b433bb061f7d,0,2,H
59671,af318eaecf3dd136564def9d4841e0005f99cc95,0,11,H
59671,800692704816bd74e3f76d03b9ac9bfc35b3cfbc,0,1,H
59671,417521993edfb2631f6ffc8ae5945a5aef0ca384,0,10,L
24365,88d6f768d1514e6112a6b335a0248cfc64f883e1,0,45,L
24365,0f5ed3ca90b720d3c8adda8e1dea6609b69d4d7f,0,109,H
24365,613e353213f0ea23b0c03809434617a61a5f61f8,0,163,H
24365,fc2f2d76fe002a728965a6852ace87e5558b0645,1,42,L
24365,2d34fe78fe2f2c5b6e1c6f51d01ca3d9add5a037,0,645,L
24365,59374a7a37278d2ba1138a877f86d546e45022cc,0,172,L
24365,205d10d350f3cb81ee279f3d4578c573a1c2426f,0,59,L
24365,f35afa446220986b063061a4458eb922c43e1a4a,0,450,H
24365,bd829f0a07f7c8932bd21b748ca9952b999775cd,0,95,L
24365,dd8fe50d6b5a21b1e82d06120118b2e6b2466491,0,59,L
24365,4c32cb927004976cafe94e71dabfeff48a03df33,0,89,H
24365,5722d8942cf13f839a3416e82fcc91f95e213d1b,0,98,H
24365,250c1ec468deef1cded3f4c19511756de7bd65f6,0,18,H
24365,ca8a9a86e54ad35c20a66be59f8d4189222750c5,0,158,H
24365,336290a6e9493786b7ba50f0e7a58a2d01a68591,0,219,H
24365,86f6c88e884ed36eeb624d017434ee9ea21e6d26,0,24,L
24365,0a2890ee83c44ec6a416924b10f2fdb439e45e96,0,80,L
24365,f6e1c7c56d91efdcf7b75f4ca382822c65bf8d28,0,92,H
24365,96a864ddbfe53e3cf307d3d584abf6a4b954f366,0,161,H
24365,90e1027764d71d4b5343de2c13380013fe589da8,0,182,H
24365,db93109e1262b8dc1ca02fc9ab00e96a5465c95a,0,107,H
24365,18a82f2f3625dc7f773e88575da250879afb9403,0,245,H
24365,4440de040eb562c072f1a30e9a69a530d70491f1,0,85,H
24365,fb28d4a3088a8487459fc6a3b720363f12bec952,1,208,H
24365,ee91777913633ee9167ab53316741b4f0ac02073,0,39,L
24365,1e882c37298f38c2dac23f3bf604e2de94b7a549,0,99,H
24365,947833bef0f6745648c6206fd7861ba3100fa3e8,0,59,L
24365,b10829b87072a6c3faf971bd94c1f0dc71053194,0,41,L
24365,99fbfa347fa1ce0ac5828d5fde6177b9a2e3d47c,0,271,H
24365,308fff809dc167e1439aefad8f232702f94a4e82,0,58,H
73836,5b7af07518ba6370b42c47ac174a2830c19e1430,0,8,L
73836,d6ab2352950ea83f05d34389edd5f9edf9ddcb3b,1,7,L
73836,a9d11c8371a3608aab9996c742e7c12bd3562b25,0,1456,H
73836,703cc9a47388a234d5bb37c5f243e58b86400737,1,0,L
73836,44e40aeb6af413c440000145811901f0319599de,0,18,L
73836,379f897fa771cc8fecddac7e982c6fb0a3fffb86,0,7800,H
73836,54e963d84e15c74e1b1b520fdd1c73790b44b0d7,0,123,H
73836,424a728cd69360026efe4e79d69682b5d7fadfa5,1,48,L
73836,f24cd1e8fced3f6c302fbf8b5d511cc60dde82dc,0,10,L
73836,c27d57a2143f287686f8b4937c7b0f6a93cbef1f,0,4,L
73836,c50a7f1850d1770fe728b8e42200e463ca669896,0,2232,H
73836,c4e85963c9461f7b1fb752acee5275a4545314b7,0,-1,Unknown
73836,955ef754cf9a7480383d46197232792afdf0b691,0,625,H
73836,1f7190fc294246f83f1f331cc51e3264851d0d36,0,4701,H
73836,b6b9e1943c9e2e7ca09c28cdc50c25b3918f3735,0,857,L
73836,bda7bf7ced090efde00b1785bde2dc2092866039,0,0,L
73836,821a1fc3e9eda119fb48851e56b9216c13cfa849,0,13,L
73836,04bc9c61c81c9125e39a6c52bee56f794e463a6f,0,751,H
73836,78da12073562af63b2f0e5f22f2503583e485702,0,578,H
73836,b2fdee22aa02477292b858fbafcb418932732bce,0,1169,H
73836,5602b782ca138e7d1c402cbbe519df6e1fc14d74,0,6,Unknown
18717,3d14941a0d928f90bf09a84f6e710775d0dbb179,0,1,L
18717,e3422bd2f4fdf23e1c9e209b80fb9f64a14d1774,0,5,L
18717,04490ee17060f6faf0de0296ade5f416f7e192c4,0,101,H
18717,b978a0959e2f408d8dd37759d9363fbfaddaa0a0,0,507,H
18717,3eeeeb52c2af2ff158029d2a367d230f5a060cb4,1,5,L
18717,da20262a2fb3fa634a0d1a9e70b2242963164b3c,1,16,H
18717,b6e01cf3d72177ec31a36c09d2f08dfd5ae79fd4,0,1644,H
18717,4ff100ec294fea7a67860167ccf1af43cbbdc939,0,2175,H
18717,1876c2775e3572ed13eef02c683d02b497834571,0,0,L
18717,f7af3574668c12b116bc8166a24423ce28f0044a,0,234,H
18717,30a7cb80a47e8117547f017304f7faf97831fdba,0,871,H
18717,f448a3d93c31fcc66ae620a24db3a1c6f3ab6298,0,1195,H
18717,2b5e3d71de80248b1ca35728bc349536da99cc7a,0,1208,H
18717,64eddd34d87296ecf5e9cf6e6461233fe98f340d,0,1863,H
18717,6ed2a177bc33f4e40ac6688c953f694914c53f06,1,7,L
18717,5a49dfc627a8ce55369687bc53c17b06c84e5252,0,711,H
18717,754a73f8d7d289e4d1e8a4ffa6a67e0f2a648acf,0,80,L
18717,1a32de7ea22b33ae4e6efe3391da19a71c58ea3f,0,4248,H
18717,36d1765ad186cc6a51c5ce76bec8b12c74cbda2b,0,97,H
18717,71c00d5aa509c1376cdbe26bc45bef109c315cc9,0,382,H
9536,a736476aca3b9ebe168bcb4c187128310fd71536,0,124,H
9536,e5c114afc8c4d4e10ae068ba8e3387cc13e17a6e,0,382,H
9536,be6638e641c5e993474703de6e0261357da71736,0,402,H
9536,a191715b2e3e51cc08114e759b7bf7fdf9f2c206,0,229,H
9536,63936fa32f9e75ab2a864daae6791ce02112183d,0,465,H
9536,9d1c37d325262cd94643c61a4f7bfd41e3928e0c,0,344,L
9536,28d2503b0f86dd3947bf745efdd609dee7975cd8,1,74,H
9536,05c5b732fb92546c7d6eeabfadb5c14610d07373,0,332,H
9536,f6dac1c52d3b07c993fe52513b8964f86e8fe381,0,1285,H
9536,89b3d4a4eddd8ab0498fca7aa5a0a65c7b680c98,0,337,H
9536,f48fd4de6b43d57096d8dccad49026b7f91a7490,0,2,L
9536,a2fcf53f0aef0bfaec6353676c4f1d4e36aab5c0,0,744,L
9536,cf9e352f57f0aba8fac2ba22929da397d4f09517,0,709,H
9536,c932b404689c14e5ed3ac540301d85dafa1a9dc7,0,1,L
9536,abc7f84e824d05094d89d3a2eb3b3c94746fc59b,1,88,L
9536,fa6d81246494de5359d40ea5d2c15562d91b2b98,1,5,H
9536,7a65f23d990231d461418067c808b09d84c19b2c,0,2164,H
9536,836c615090d181c57c83a8726ebb562950cd80ad,0,234,H
9536,997d2f8a48db73164a8a9ca69d24616ab44b9e66,0,467,H
9536,aac882f968b720785613673508e7783f0efd7182,0,374,H
9536,82f472fb8e5f7db675f7b75000047b637b2facc7,0,66,L
9536,a992c8fd24587f12d41f48df84b29d847634c0e4,0,5718,H
9536,5a4f5a00e3ada771129e85a503d9962333acfd16,0,266,H
9536,1a62eb61b2663f8135347171e30cb9dc0a8931b5,0,272,L
9536,b78911013185d891f9dedec1a1708ea4eef97a62,0,513,L
9536,5239f449210b089b75ab335fc74720dbf2e02b58,0,26,H
9536,9762b7357c0deb9208ace1f6951ab7fa2098535c,0,274,L
9536,68a445e3773782b620301787e355c599bab00f62,0,1699,H
9536,bf93d6574c957be5d53b6113be50d8447df35e97,0,100,H
9536,87ee381dd049b3348011cf1658aa70c63abb57ba,0,2,L
9536,d46fdb88fac50cd279c5cb8fbfc5aa85470cc5d6,0,285,H
9536,8085b60ce1771647f11ccc4728397275b502f359,0,285,L
9536,e9c1cee7b728cb2a3bb91d3ef12e0dd3f02e3a07,0,8098,H
9536,6b570069f14c7588e066f7138e1f21af59d62e61,0,1285,H
9536,4c775488cbb7557b1e20d43d3fb7c6c286eeb7d2,0,285,L
9536,90485e0ce54c1ad12a2d01362a007ab107d71063,0,1491,H
9536,dbb5d0a5d4db96c2aacef48aaf6df51fc71ea35d,1,256,H
9536,bb144c04b9eb44579b19d21c3d5954401408440b,0,392,H
9536,e177365c0dd642341469ba2f045405646c5dbb79,0,405,H
9536,409d3f740518eafcfaadb054d9239009f3f34600,0,994,H
9536,c647e8d93d85cdc6fb8c19deaf2eb9ec5c8d8941,0,1181,H
9536,168f28ac3c8c7ea63bf7ed25f2288e8b67e2fe74,0,16099,H
9536,ed2d96f75025491ad67cf7e9f68cafd7653421cc,0,138,H
9536,e7f0317b56288b93ac5d2cd6e5ce0455f5a93831,0,7,H
439,85ae2808bef0093adf2d817060834999d5a9824a,0,1481,H
439,2a97c3173e55ef6ffc7d90e619757e758d76e0f4,0,121,L
439,32b7cc25fe1c967306488689d56cd6e7bb6a1431,0,76,H
439,f3ee44ad5e05f1574af7f8eb4327c22067e5f384,0,195,L
439,2a80fc4442af3a1bed4ee719f20498be2dd192c6,1,1,L
439,5cec56b12b9f1eea0fc335e2f97e988410685b6f,0,52,L
439,7367cc9e83d7c885c96bc6eee4753b0121a97bfe,0,11,L
439,58f8fcf6255335cb1c8d0afe9a66ad65ee68a243,0,77,H
439,bfa10b7f491ee382294d42c983dcd758667bc322,1,4,L
439,6ce6efebe19f39df7f016751b85cfad107a1e306,0,446,H
439,19229afbce15d62bcf8d3afe84a2d47a0b6f1939,0,302,L
439,a4e242d9c9189444792e5c490a37a540befd369b,0,13,L
439,134f4aa6ac6f5f0f0cc3b0cbaed79572aea396c8,0,204,H
439,26a6b913cb001904d7f598559995f1e36ba61a5b,1,208,H
439,130f738618725bf5d2acc45ef2401d721379c4f8,0,609,H
439,9caccdbab7ccacd61bdb7bb290135adaf62dc90e,0,9,L
439,d3c582aeb23a6e7c5335fdca96c5762513772675,0,1,L
439,7802218b51bef618e8bdd46f9aacc5e63f864ab1,0,1,L
439,0b7aa7fa6c02c1270f4462d36d6139039abfa2f9,0,254,H
439,36aaba78a128938e191355d8aba5877b921cbbdd,0,336,L
439,7444966d5d60f8b96703b418c32b312914960150,0,80,L
439,b4c607365d6e39fc2999a4c43c964f7b6fd06b28,0,65,L
439,7ce4bbaa543b4801a182724edbf2b7f7947554a5,0,172,H
439,01f3a5bbba96c28de409af6ec321e7e6222b98e7,0,472,H
439,221cf22dae90d0b710ff41169c30148db2b39373,0,371,H
439,483fca66d98d3dc8b55e67c357041af6582ae487,0,267,H
439,9a5eec96063117ca66b1aeeda6567a1aebe6727f,1,4,L
439,ec27ffb0958a597299fbb5540691a1ef657d4b01,0,230,L
439,d43c53c6bf9fdf757fdba28d908d768ec3425bb6,0,112,L
439,eec8170847e0e84c5c8f8cc8f038c56c33b76f3a,0,800,L
439,ed4addf6c0a820c5e854f420ae9346e278451aed,0,244,H
439,b3b443fc69497e78b778d65bff02fd112015acb5,0,114,H
439,c1190c6aee046415bc6d3aa38d5d6bb48d4fe1a0,0,561,H
439,362cbd2962357b57b3dab97063569e8256e846e2,0,544,H
439,7e9e6a604ad5b64125c7329bfdcfa4a133200186,0,507,H
439,3696643bd78716dc18b0aebcf51d4ff7bb379674,1,1,L
439,f42eeec782939e2a437c74bd59ac15a6277e13d0,0,3,H
439,dae970230bf47e06e8e016325ce85b3167099f64,0,432,H
439,7d51d51c70d75800d22dbbeafca6fb8c24e212a0,0,1,H
439,ba612664f5ae2a8f6c02fd369f259f216c55be23,0,211,H
439,f56d5950a2243627fac32732c67e1aef18b10d7f,0,1560,H
439,749e68add69f95a23b6b050be5f6d08c350e4a41,0,1,L
439,988fce459769c099daaa48142814087640621830,1,1,L
439,f9ed9dd82cd77a9e1eea3ce8ff7026b1e09ddf7e,0,69,H
439,3faa411e8b062069a3f4fa43a047240669594efe,0,2,L
439,803d65510b17214327280d8196cd9a1edbcc5988,0,992,L
439,4da5d629fb3804337a67d515d072e59be4c00f11,0,58,H
439,97592634447911e8d7994a92c57f20c4c9a4fe3b,0,12,L
439,6ad8eafc7c1b1cb2e0538efe63f9d9333d401b9f,0,416,H
439,0f0539ad4fd40bb1b9e99581c00ee4ce932425a3,0,0,L
439,bd3ba6b88ca9aa7e18337b8a1a201ed8829311ee,0,932,H
439,07a8b2778c73114b89b75631848eba7c55a21392,0,2,L
439,043dc46672469f24deb62b260ec0aada834bba1a,0,2,L
439,56ae440c4fac56130a0a3f95f15dc1d6a9293c5a,0,737,H
439,c93e259a77b7b68a8f9a71dd634ece7ecd60ce5a,0,280,H
439,7f65c96042808df6f03ef683445ea8c0c603222c,0,2020,H
439,a3b5f32312f6099325d8212c383aab42438f6a51,0,269,H
439,0e5a6a47b316897c3c57495037e5318a6a9b0e4d,1,1,L
439,f46f770231c098dd590b385b9cffb7e15b6df6d2,0,51,H
439,0ceb757461423194ebdefa4361fee768055491ec,0,341,H
439,4996354c82ae5327f36b079f927521fea58e2e64,0,567,H
439,da718a27ef15714e6c7a26b052fb31d37441f5e6,0,74,H
439,70a915976758316788991b4acc1f0f3c07315a6d,0,284,H
439,17ef44f368b2e75d323aa844bdb3ce484e2710b7,0,5,L
439,1ac5f16ad764b81377aebbc02d15ebfe179013a1,0,762,H
439,f648ac9352d1cb1fe61d5982262a1794f36b2390,0,469,H
439,f3b5454f9d0509165ce7ecd26773fe0d4dfae50b,0,561,H
439,cc7941200c4f348fb8e490f8a034992d80e3a9be,0,5,L
439,8652f70b9bfdb9a4d1701bb760f8bc1866b43698,0,197,L
439,0476b5a71fc25b2a881749e2034aefb23d8fc79c,0,1078,L
439,4c59104b48c8681fce6b1aee4e873252cd5989b4,0,3,L
439,8d47a76094c7707f8d754bd98a5ab6ffdc2f4be8,0,879,H
439,3e392a0d1b3cdb9013ae0c18317cc7f555a16dca,0,539,H
439,46c3b4a37632b0cf3c33a95bd0bdb09e81f0fce4,0,738,H
439,9fd043ff54080c55d67cef0017a0c1c5c5d58cd7,0,701,H
439,36df3f02062aabfa9e9f7fa79a1a48e124a80a11,0,77,H
439,1574e02b5d4b6bcdbd8b9cee686449a6c8e01644,0,29,L
439,1f74001b6e28acc1054bf6fa6f08e2cf987987bc,0,14,L
439,3dd05e49c57ee1c0ec5ba51f22d3f8cd89470a84,0,22,L
439,f400afc3236aa19dcd22534957b62c852b41be89,0,817,H
439,7c4df29e2c5b7fa9c0538e96c6f9f37e728a6159,0,154,L
129480,f6b1c298a534aa8a210aceaae2f0b53afd26a78a,0,28,L
129480,b7fb64f19cde9f13ccc9c1ac84b07a9510122ab1,1,6,L
129480,d7c7c47f114ff7db9025cd35fb6fc6960bc59678,0,7,L
129480,501d4f05a8a3f4088c9d592e7b7dc2a6419e5614,0,16,L
129480,5f030936819ad83d23522d1b5e299ab078891033,0,26,L
129480,e1c70a7a18012c81671c91d24245b505652ef8d4,0,63,L
129480,2d43f20d9458051ff9c5d533bc7a2c0063867f76,1,8,L
129480,b7e6c25f47c7650379936740fdc2690d865b3750,0,273,L
129480,6c7c126dbd44bac9620e145468ddd932afbc75df,0,41,L
129480,de78165fb0820c4b3332ae8aa13fe7b0f2395e26,0,55,L
38810,a1ca33025dc5c63486b1d6eb20c810008b513f8d,1,1382,H
38810,0c25e5f544167840756950e0ff3edd238a19cfd1,0,106,L
38810,840173cab36ff5200b2df78fec542c845a2364e4,0,27,L
38810,5824669d4cb17ed933df829f381fefeadb2429f6,0,518,H
38810,f47af707941a43fae8b58066eab91ee12ea7a72a,0,0,H
38810,1948cf217cd76c02171b17aff75ff6980c5f09aa,0,573,H
38810,aabb92e93bda4b4fcbf7a565399d00720f1e0a43,0,12,L
38810,8deeb6091710caab295d66a1d9fa2485a83b7eac,0,1322,H
38810,f53aa1d2676689c94429944f6a69431f96e05ae1,0,9,H
38810,e49da956b23ed295541c80939d4a1261d0a1022f,0,676,H
38810,e185573814891bd982664cfd04d98a3901b2d0d6,0,180,L
38810,ef2d64e448ee5ed2dc26179c8570803ded123a5e,0,584,H
38810,bc0123c42ac968a54c511207492662c01f4a21c1,0,97,H
38810,bd9d39a9080caffc936d663917bd2bded987b966,1,43,H
38810,a2338507c437c34e4ed794099f72bed28d7be4ef,0,18,H
38810,e981f16fde9185373634b53d94baa1f9185ff890,0,655,H
38810,e30868689905fe9753a4dd0914a491467a747333,0,299,L
38810,87156b2e9b7eadd04af1438d0c7d3e733a2ecb84,0,-1,Unknown
38810,c13aa63ccd5cf972a0a8c6b236c1dfad95b19b4e,0,1099,H
38810,7e61313e17befdbc25b9d1422f656f7dc5f9fc57,0,16,H
38810,dd43f1bc6fdc2ddb2a568efff5a73afc4e382862,0,520,H
33818,c318b76fe096f216730c5bfddd5af5b24b5a86d3,0,78,H
33818,ba006855329b95c9c4533b1233a3ad80c21df194,0,369,H
33818,badc4f1672ab24ee4c544a6c1a6eb6b21b714590,0,624,H
33818,4f97bfe016c1c6e1661f774fac8232728db3d1b6,0,2208,H
33818,fbdd8f8f4271dd1b77171d82024d35f633c70bea,0,824,H
33818,a9611059cf4d4438a77af6367bec91dc0222867a,0,1447,H
33818,ec4715106812f83a4319c9d8299bace1fb866fde,0,35,H
33818,33bd81b3a7a11c811eab688e0f7d36b69957df76,0,966,H
33818,08ef9fd59af71727fff1a0ae0a173a23c7b8b953,0,158,H
33818,96e38977c819aa98c6a0d545f324865a95736243,0,213,H
33818,8116cdbcc80e8cfd63554a1346eccd49d32666f1,0,606,H
33818,52a6e0ee4f6aae2f754d42be33cf9ec3546857a6,0,439,H
33818,1ff959c4ca78f044b3d2c9e534d10fa05d805eb2,0,230,H
33818,bbff973e341bc13224349a385cf977acc3054bcf,0,819,H
33818,89ddd9a5bb3361e1bdccb722c24e6edce000265c,1,529,H
33818,5329286884390d8c5620a82fbefae41e3473c241,0,591,H
33818,9a39cb9931eee485544e368ef750af8bb7b81771,0,326,H
33818,c19d9ed4cbaa3a553b7822ae394df67ef8b2080e,0,161,H
33818,d6ed408ce4551922000c83160da6a3c63b4da261,1,192,H
33818,2c37711f78d5d99c2dd1a1a433d7b10155fc141a,0,1048,H
62246,92e042f0246e0344b450ce690ffad1246f59b359,0,21,L
62246,d9665992ee36699b8ae4a2e2294552cd4be9003a,0,629,L
62246,b70577e70a315b5703b24ad864c2f36a29cd3fd7,0,562,H
62246,19d13084ea644842e42802ec7aac2fb977ed7584,0,466,H
62246,083703ddd32370fae826c039aebf881c05887111,1,2,L
62246,b6014ad3ea54c5b3ad7c7a24a20a5417bd41d7d9,1,9,H
62246,e7f27d2e8f5fca9c35af83aaeb137e56713b2e05,0,1313,H
62246,c9223210e27ba52b02d81441eb54102a7e31eda5,0,324,H
62246,5b640c367ae9cc4bd072006b05a3ed7c2d5f496d,0,238,L
62246,9d26f0ba02ee5efe9b9c7bdcb5f528c8b8253cf7,0,299,H
111080,759b404c7ee83a5593d70eff4f904802225eb041,0,18,H
111080,25dfc7340262d4513f9b9d0d6d54c1d96b0298b2,0,23,L
111080,0c9fa8107d8a3a4040811ffb8e3e621c6bd37402,1,46,H
111080,793218a8d06d18dd1a3a49a3fc565f4143335779,0,312,L
111080,bceca6a0322d9d3815e8b447848105b603ab7eb6,1,324,H
111080,2cba4863caf8873934eebf4acb361922ba01f9cc,0,184,H
111080,848635cadf6e8a36b24a79f81e86162ded9143af,0,77,H
111080,6134fd095d8d8322930e5f30efaab3a1f5c49467,0,95,L
111080,f5a2ff246eec5e041663d225320e709b20440fcf,1,39,L
111080,d7978a0f8405f199037bffaddcc1f8e620327112,0,52,H
67184,9b6ef910a29cc9f70e1e003cf984537cb75397ef,0,2,L
67184,7a0d6622994b4f27841de680806427010e630d71,0,9,L
67184,ca05f242bd3da7a0f68fd95a60e91fa55bf4245c,1,0,L
67184,cf455412d5e10f252cbfcab014b2696ccc85e02b,0,1,L
67184,6c9e9a4bb8669f12e90508df617772fba2beb3fd,0,1,L
67184,fcf83bba08c36e841d56c57f604d7b7c56e209d9,0,2,L
67184,949f87c5be0c21441cde12c0149062de9bed92de,1,1,L
67184,23d12c55ad2030debe5a7ba60dff1a2c25804e7b,0,1,L
67184,d884312dd4619e684b5ec93c8abfff36abb39585,0,1,L
