sensitive_attribute,session,score,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
H,5842,0,5.0,5.6683685237667065,0.521844554803381,11.130459695658027,2.5654234944901617,5.943276196694753,2.52102932210754,1.0,6.187162317181874,0.4789009538407376,8.552978624322279,2.260246727748982,6.6684472700941475,1.2037154123487095,0.0,6.921131492262075,0.0,0.0,6.910678981904181,7.163135350515562,9.46272493452981,430.0,30.0,35.0,342.0
L,18605,1,7.0,9.977593675479472,0.6001604371218522,16.496988305321807,8.046312872891576,12.790481345206162,7.6869275439801505,2.0,14.258199392499607,0.6773482694085279,12.238747977284095,7.518863179936961,14.4129322952021,5.339853040445568,0.0,8.019743780930185,0.0,0.0,0.0,0.0,0.0,877.0,96.0,0.0,266.0
H,18605,0,1.0,9.977593675479472,0.07863196906944897,4.868931534178744,16.51292478352037,16.45379953122015,16.498742316981875,1.0,14.258199392499607,0.4064905122319811,6.843473754759271,13.560766895147474,16.22919576759341,13.732612073263693,0.0,8.019743780930185,0.0,0.0,8.816097769604758,8.460921701789761,10.762007918660073,1040.0,58.0,20.0,2398.0
L,18605,1,13.0,9.977593675479472,0.7173907825425225,18.034294223556508,7.143679648086299,11.559294169555475,7.127615902842862,2.0,14.258199392499607,0.8302068054092551,15.100845916469742,6.54784754837356,14.40795840554576,4.369132246862075,0.0,8.019743780930185,0.0,0.0,8.816097769604758,8.460921701789761,10.762007918660073,1479.0,50.0,22.0,436.0
L,24207,1,10.0,34.85359618755073,0.8111168685256313,39.30684153740347,35.34618428614187,47.72542486124746,41.107291052075865,6.0,42.17032464296993,1.908177355741408,37.4956490224104,22.65261120938085,45.977817850498575,23.454050671425968,0.0,11.9661964088361,0.0,0.0,8.941375891465363,12.232513662329,16.833687842991743,917.0,74.0,33.0,5.0
H,24207,0,2.0,34.85359618755073,0.17521264316484936,13.010239358794895,53.82651385878714,54.431977416375865,60.80284404771741,2.0,42.17032464296993,1.4135073709869177,20.575892625841373,25.36068302312211,49.115495358639706,47.83007232249074,0.0,11.9661964088361,0.0,0.0,7.555081530345472,12.230516657669813,16.833687842991743,1190.0,24.0,10.0,1120.0
H,24207,0,9.0,34.85359618755073,0.1833767157863291,15.615360522735665,55.82405990962875,54.19261437329417,55.720351211887426,3.0,42.17032464296993,0.7673279623633142,14.477776699516197,39.054333044597506,49.0557301864497,46.96168189613048,0.0,11.9661964088361,0.0,0.0,11.298685884148655,12.241475589199071,16.833687842991743,1709.0,106.0,92.0,1478.0
L,24207,0,9.0,34.85359618755073,0.17851246770946336,13.67354693221986,55.68485386771592,54.35502742472094,58.19684208617056,2.0,42.17032464296993,1.2458319157602729,18.20822521188304,30.212713287041726,49.12248487494684,49.216254070178366,0.0,11.9661964088361,0.0,0.0,10.060607467336206,12.235505435512163,16.833687842991743,1741.0,38.0,48.0,163.0
L,67689,0,4.0,19.710971570587486,0.2350899303489393,15.719105262490716,24.620973288611825,24.375554335458546,22.209955838448483,2.0,21.415719662825914,0.9139630022889298,18.131646869206904,12.871270045431006,22.52311654318585,13.65583599312436,0.0,8.019743780930185,0.0,0.0,9.103779842056536,8.461420828328698,10.762007918660073,1294.0,26.0,38.0,62.0
L,67689,0,2.0,19.710971570587486,0.4634200462718713,19.926851685597878,19.762877384744822,25.449175641123094,18.88073134034361,2.0,21.415719662825914,0.74910515905136,14.617093510764928,16.399163351204418,23.29775062751575,15.694120414877231,0.0,8.019743780930185,0.0,0.0,9.103779842056536,8.461420828328698,10.762007918660073,146.0,56.0,30.0,40.0
L,67689,1,8.0,19.710971570587486,0.5182359787767442,19.870574480995145,20.792016086762587,22.636851842825212,20.197758652129817,3.0,21.415719662825914,0.7851959252670686,15.30796571286718,14.275353700941654,22.019573286468454,14.873564238628086,0.0,8.019743780930185,0.0,0.0,9.326923393370748,8.461919705864611,10.762007918660073,1207.0,101.0,46.0,17.0
L,8081,1,4.0,10.017251356085634,0.2568863322253281,9.513169771093683,12.55104888187334,14.47197675259448,14.296457963070875,0.0,13.382730655145707,0.0,0.0,15.205435441965374,15.895520065180333,20.493702472659916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,51.0,26.0,1133.0
L,8081,1,4.0,10.017251356085634,0.2828654534583147,8.092204395271125,13.360574343391011,15.1585288625356,14.500346358945851,1.0,13.382730655145707,0.32294152787101865,7.179255355902697,11.183490909551839,15.129587214894734,12.500516641711727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,53.0,0.0,287.0
L,28929,0,15.0,20.96842314460159,0.8424089919774733,28.34773253381729,17.607329338928952,25.66987266759516,16.54524961970422,2.0,18.3234658222813,0.40593318950982,7.9412828954829715,17.394544717047072,21.26263463125501,17.57555172155738,0.0,3.251180048033657,0.0,0.0,-1.710293310102712,3.393616760435798,5.695202353096759,959.0,92.0,11.0,1683.0
H,28929,1,1.0,20.96842314460159,0.11977849909633845,7.579025245470692,32.799151175050675,33.50312209124597,37.39643661169584,1.0,18.3234658222813,0.4461029235185358,7.906493857767884,14.581177028464653,21.30292582818476,20.767333831002126,0.0,3.251180048033657,0.0,0.0,-1.0171461295427666,3.394615262765388,5.695202353096759,590.0,36.0,33.0,2044.0
H,28929,1,1.0,20.96842314460159,0.0165778941910793,1.2875472635758751,41.6935067714779,35.35004940896736,42.3461827476055,1.0,18.3234658222813,0.4599105776322092,8.33664512850016,14.034212358082788,21.301429941841125,20.58505516827057,0.0,3.251180048033657,0.0,0.0,-2.4034404906626574,3.3931171351443656,5.695202353096759,1562.0,36.0,6.0,3119.0
H,28929,0,5.0,20.96842314460159,0.3617211417898375,12.563546757336756,31.648245468839136,32.45892386310019,33.36222695019944,1.0,18.3234658222813,0.391660573459216,7.166903180077562,15.44422324582,21.305915365053977,21.054930120848425,0.0,3.251180048033657,0.0,0.0,-2.4034404906626574,3.3931171351443656,5.695202353096759,738.0,50.0,8.0,1448.0
L,28929,1,1.0,20.96842314460159,0.04619266622295127,4.520251326790159,37.943994785302294,33.904552567016076,38.679708696940324,1.0,18.3234658222813,0.2887937745184981,5.808543593104278,16.9007466931651,21.31337619953849,21.54022351230501,0.0,3.251180048033657,0.0,0.0,-1.710293310102712,3.393616760435798,5.695202353096759,2092.0,95.0,11.0,1982.0
L,57073,0,5.0,11.239573299079764,0.4117834589260744,17.642678203373922,8.658592746475277,13.12312847022488,8.21086245241076,1.0,12.925972252649993,0.3718558143496705,7.095832136106603,9.226588538057912,14.167514121813193,11.558058726714172,0.0,14.717731721878051,0.0,0.0,12.354080879978998,15.379400360468203,19.983570796372994,939.0,77.0,10.0,1730.0
L,57073,1,10.0,11.239573299079764,0.30555411177913544,16.993081958083902,8.762136110304162,12.169968470473234,8.663598358005363,2.0,12.925972252649993,0.7755558923253143,15.10261711300511,5.885232750978124,13.777680320744803,3.7934196840463903,0.0,14.717731721878051,0.0,0.0,12.354080879978998,15.379400360468203,19.983570796372994,2285.0,47.0,10.0,336.0
L,57073,1,4.0,11.239573299079764,0.4471958631014459,16.627870556330745,8.981587892533586,13.843746210890064,7.745508530503066,2.0,12.925972252649993,0.7652034422137634,14.361592724311535,6.1935341106326405,13.778677081293715,4.101584379319392,0.0,14.717731721878051,0.0,0.0,14.551305457315214,15.381398362632373,19.983570796372994,484.0,53.0,18.0,270.0
H,57073,1,3.0,11.239573299079764,0.4550614172101683,12.154334267615154,10.945583479558435,14.186716092291498,13.369909167741762,1.0,12.925972252649993,0.516970554644066,8.140323557345644,8.513238650180448,14.164526817299626,11.201440085534156,0.0,14.717731721878051,0.0,0.0,12.354080879978998,15.379400360468203,19.983570796372994,590.0,58.0,10.0,3554.0
L,15215,1,2.0,27.007465814485588,0.1634611574376076,10.510771987379119,44.486083773626326,47.03330783325778,51.61920655565553,3.0,36.60342601327825,1.2652617984251258,19.119460720747266,29.781725004082666,42.41466188228272,36.14164051353949,0.0,29.792138387694827,0.0,0.0,28.25127528377907,31.14606162289278,40.35240399353663,700.0,61.0,25.0,816.0
L,15215,1,4.0,27.007465814485588,0.3757849601532037,16.73353362571331,37.646704733882814,43.96830466742807,47.50654075173461,6.0,36.60342601327825,2.3678249577271173,42.76719130272152,15.12576861130932,39.05088575037239,11.374162046932721,0.0,29.792138387694827,0.0,0.0,25.478686561539288,31.14406312172705,40.35240399353663,842.0,59.0,6.0,31.0
H,15215,0,4.0,27.007465814485588,0.2248764312372784,11.285032039663525,47.32724574726832,47.3267866252573,50.61686991386151,2.0,36.60342601327825,0.7211518039459357,12.048116419453594,34.60985852457011,43.68975565238338,44.54546142869424,1.0,29.792138387694827,0.7423004561351325,7.4894146893080356,25.468161784679285,30.843035376706403,32.28570988770815,1166.0,63.0,16.0,2381.0
H,15215,0,2.0,27.007465814485588,0.15149686888915706,9.674627547740227,45.981378523370246,47.11817487757478,52.11352844144761,2.0,36.60342601327825,0.5752729583320956,10.071454194183193,37.32176926702845,43.701701898241275,45.44757170355717,0.0,29.792138387694827,0.0,0.0,28.25127528377907,31.14606162289278,40.35240399353663,949.0,101.0,8.0,2268.0
L,15215,0,4.0,27.007465814485588,0.14427529647106788,6.82395111633006,50.43569389268154,48.70061826963411,55.53821885573801,2.0,36.60342601327825,0.5845095381009127,11.145339639495306,35.75859199481329,43.59406003648345,44.86491076213125,1.0,29.792138387694827,0.7423004561351325,7.4894146893080356,25.468161784679285,30.843035376706403,32.28570988770815,1130.0,89.0,16.0,1742.0
H,18162,0,1.0,29.48703710787425,0.04225298359173668,2.010751573667777,45.19772440203241,55.176469792740725,67.8737593859052,2.0,43.16454857759869,0.6102689807617827,11.759793432906315,43.41221709110479,51.68443551749709,54.6779989822941,0.0,34.823768125955915,0.0,0.0,36.57345733622575,36.82570796593024,48.323655886001475,206.0,60.0,40.0,4441.0
H,18162,0,3.0,29.48703710787425,0.05184586488334129,3.036535136598883,56.65772995016626,55.51831666292103,67.48729908914001,2.0,43.16454857759869,0.6542477808154668,12.30981179445835,42.58773584151011,51.68095032947389,54.442647218944906,0.0,34.823768125955915,0.0,0.0,37.344210735362026,36.82819986730252,48.323655886001475,1021.0,59.0,49.0,2453.0
H,18162,0,6.0,29.48703710787425,0.3129910478868661,13.925986586441514,47.42654584058853,53.345737336191796,54.579914727258675,1.0,43.16454857759869,0.5154545149718277,9.391931317435905,37.44172722639439,51.2780989266735,59.29681129478384,0.0,34.823768125955915,0.0,0.0,27.614659990085467,36.8132297962395,48.323655886001475,539.0,36.0,6.0,2401.0
L,18162,0,15.0,29.48703710787425,0.16011380323847216,7.7706984096319776,57.55757738869018,54.9386084260209,61.369290518790464,3.0,43.16454857759869,0.716537015628181,15.499683294353723,37.41852519347646,48.60095064400682,45.55277131153435,0.0,34.823768125955915,0.0,0.0,27.614659990085467,36.8132297962395,48.323655886001475,1388.0,138.0,5.0,90.0
L,3027,1,15.0,31.333859975959466,0.7586125361544167,41.200060859702475,31.571854800728694,44.595329217615735,32.63293974518276,7.0,39.623345078106304,2.562235876354963,44.024103817022606,17.554095332330437,44.20572773981326,14.337923796049886,0.0,19.66748645864775,0.0,0.0,20.06979016151439,20.366430870581578,27.259223525030603,1273.0,49.0,67.0,814.0
L,3027,0,18.0,31.333859975959466,0.8253191217692708,26.04811186408862,43.71529645328515,48.29793136422318,49.46876994977367,3.0,39.623345078106304,1.1335261768581109,21.237420989193627,27.64352040324395,46.47190349814451,41.31564927865725,0.0,19.66748645864775,0.0,0.0,0.0,0.0,0.0,1512.0,59.0,0.0,3096.0
H,3027,0,11.0,31.333859975959466,0.8037696007347856,29.335939885549628,40.717428937726524,49.562388133240525,43.632225698589366,5.0,39.623345078106304,1.7285208008077837,27.389493588916174,28.22089668274126,46.215252134688185,31.799749501929607,0.0,19.66748645864775,0.0,0.0,13.16203488253225,20.352967871173423,27.259223525030603,702.0,64.0,4.0,2264.0
L,3027,1,15.0,31.333859975959466,0.7586125361544167,41.200060859702475,31.571854800728694,44.595329217615735,32.63293974518276,7.0,39.623345078106304,2.562235876354963,44.024103817022606,17.554095332330437,44.20572773981326,14.337923796049886,0.0,19.66748645864775,0.0,0.0,20.06979016151439,20.366430870581578,27.259223525030603,1273.0,49.0,67.0,814.0
L,3027,0,19.0,31.333859975959466,0.8525434754794351,34.78034981144056,38.36122681046575,46.147160254929936,39.64423184129912,4.0,39.623345078106304,1.1556721391338538,22.519549237098566,29.804542176598343,46.24478153830328,36.6490256176434,0.0,19.66748645864775,0.0,0.0,20.06979016151439,20.366430870581578,27.259223525030603,1752.0,84.0,70.0,4086.0
L,18021,1,7.0,12.271046284910247,0.4512351042952205,19.046066740007703,8.666573203617169,12.84449264854954,8.41917285283342,1.0,13.251394653084624,0.4187991420991632,7.489757305435822,10.786134062034977,15.10309057708561,12.346398129671652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,42.0,77.0,461.0
L,18021,1,4.0,12.271046284910247,0.4046957701484748,19.273304486416684,8.53870876143801,13.784322781632913,7.888975310886058,2.0,13.251394653084624,0.7123833574121463,14.034539939161355,6.538627829302301,14.102064866281106,4.368939215990046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,50.0,0.0,124.0
L,18021,1,6.0,12.271046284910247,0.4133954130664797,10.907044903357002,15.49137885564654,15.61366610186274,15.351815955562929,1.0,13.251394653084624,0.2865662010526822,6.485801084899776,11.597064278251302,15.106079369671715,12.751710450005755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,57.0,0.0,981.0
L,61194,0,4.0,12.954143129616694,0.5319639517588893,21.8608376715274,7.560486527136519,13.793128644634805,6.91027475801069,2.0,15.123196829986211,1.0621672912441191,19.70310712743934,5.176878273132425,14.738192954867175,2.9831917707876943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,32.0,46.0,6.0
L,61194,1,6.0,12.954143129616694,0.4308226943387741,19.970080902849592,8.741693443653952,13.125994344269971,8.420968240550431,2.0,15.123196829986211,1.271650754652676,19.70310712743934,5.176878273132425,14.738192954867175,2.9831917707876943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,26.0,0.0,9.0
L,61194,1,2.0,12.954143129616694,0.26428273184544376,16.2583155132604,11.26573731810439,15.1302484170189,9.071604782794626,2.0,15.123196829986211,1.03177650160769,19.70310712743934,5.176878273132425,14.738192954867175,2.9831917707876943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,29.0,46.0,4.0
L,88,1,8.0,7.796600229615974,0.6690890012572535,14.724752864139965,3.2538649613970527,5.606748766276302,3.2676132556528428,1.0,7.796600229615974,0.5518720280039549,9.109494106094623,2.994831691331082,7.427369132990247,1.8970556306803117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.0,51.0,7.0,3656.0
H,88,0,2.0,7.796600229615974,0.2992669869908387,12.1986390198161,4.291469358509996,6.9342713438551815,3.9659842047285614,1.0,7.796600229615974,0.5085181484397385,9.605094372907583,2.812510134537128,7.4268705042090355,1.7147447992996878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,43.0,5.0,29.0
L,88,0,1.0,7.796600229615974,0.09620735181968172,7.833579839510437,6.30973079437971,7.640782945575372,5.210937750999936,1.0,7.796600229615974,0.41763916752744096,8.257372161710475,3.2825137637828634,7.428365645279987,2.1847162526505284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.0,70.0,5.0,216.0
L,88,0,4.0,7.796600229615974,0.3654648792450481,12.80814436546693,4.084175145319448,6.298103835310405,3.997071443919468,1.0,7.796600229615974,0.3574361142850377,7.241319004698024,3.600967494901398,7.429858554241019,2.503137808909423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,85.0,4.0,376.0
H,88,1,0.0,7.796600229615974,0.0,0.0,15.06381158679575,10.908806687833726,13.117901437740436,0.0,7.796600229615974,0.0,0.0,10.007751038105,9.248606495037901,11.548196079052149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.0,48.0,3.0,3566.0
H,88,0,0.0,7.796600229615974,0.0,0.0,14.31829642071849,10.860767607650306,13.117901437740436,0.0,7.796600229615974,0.0,0.0,10.161901717932258,9.249104875312359,11.548196079052149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,64.0,4.0,5072.0
H,8312,0,0.0,10.460937677013996,0.0,0.0,18.6592075348414,17.704226752987353,22.23576899273001,2.0,12.07867439226279,0.5784667697205925,11.698234608666056,6.908662000051184,13.477482039763595,4.814309815725801,0.0,8.307425853381964,0.0,0.0,9.914710058272867,8.866885936436862,11.167473026768237,565.0,70.0,25.0,1170.0
H,8312,1,2.0,10.460937677013996,0.13854675729191113,10.11215911100751,12.759967297317974,14.854624135318591,10.601744531000776,2.0,12.07867439226279,0.5608729903393832,11.218419805084718,7.099282359659831,13.478476817202658,5.004772111048098,0.0,8.307425853381964,0.0,0.0,10.725640274489196,8.869377839047043,11.167473026768237,1170.0,69.0,63.0,4951.0
L,8312,1,8.0,10.460937677013996,0.5094469785481813,14.622944757889488,9.921780780946207,13.133597569964929,8.847517660546373,2.0,12.07867439226279,0.643932548938958,12.220926908105303,6.697940968735533,13.476486767287225,4.60374686248354,0.0,8.307425853381964,0.0,0.0,10.607857238832812,8.868879955043726,11.167473026768237,1298.0,76.0,60.0,946.0
L,8312,0,2.0,10.460937677013996,0.1653429537949305,11.200013981413212,12.24625808000493,14.816668818947127,10.08938619649397,2.0,12.07867439226279,0.7787011743014929,13.42018989988826,6.195312112173718,13.47449473525003,4.1014342034399744,0.0,8.307425853381964,0.0,0.0,10.831000790147023,8.869875475285227,11.167473026768237,965.0,52.0,70.0,441.0
L,8312,1,2.0,10.460937677013996,0.12841391411736305,10.408041278121118,12.622770664632466,14.843589624569082,10.464943183936473,2.0,12.07867439226279,0.7354174017388603,12.220926908105303,6.697940968735533,13.476486767287225,4.60374686248354,0.0,8.307425853381964,0.0,0.0,10.831000790147023,8.869875475285227,11.167473026768237,1050.0,61.0,70.0,850.0
H,8312,0,2.0,10.460937677013996,0.1615974266896304,10.748759490216568,12.462685249285395,14.83156646697311,10.305286083116009,1.0,12.07867439226279,0.3871318448793204,6.679888905106423,9.702428454117562,14.18443595626961,11.835250874588866,0.0,8.307425853381964,0.0,0.0,10.831000790147023,8.869875475285227,11.167473026768237,1032.0,41.0,70.0,995.0
H,8312,0,2.0,10.460937677013996,0.11681836005183445,11.026422232565203,12.330186478202993,14.822268449296622,10.173116847356752,2.0,12.07867439226279,0.5434214155404746,11.698234608666056,6.908662000051184,13.477482039763595,4.814309815725801,0.0,8.307425853381964,0.0,0.0,8.528415697152978,8.865387808815841,11.167473026768237,1054.0,74.0,6.0,191.0
L,8312,0,9.0,10.460937677013996,0.6696648569067032,19.336697949472295,6.593649727454043,12.175400534909661,6.464171804646551,2.0,12.07867439226279,0.6677260685235739,12.220926908105303,6.697940968735533,13.476486767287225,4.60374686248354,0.0,8.307425853381964,0.0,0.0,11.236465898255188,8.87235994861289,11.167473026768237,702.0,58.0,118.0,101.0
H,8312,0,3.0,10.460937677013996,0.2998290939834965,13.908879965864356,10.354650471620907,14.224227215403035,8.951848577165002,2.0,12.07867439226279,0.7811684134216694,12.792512985105127,6.462374897422763,13.475490999280591,4.36833888303379,0.0,8.307425853381964,0.0,0.0,10.320175166381029,8.867883442753989,11.167473026768237,758.0,67.0,55.0,240.0
L,29618,1,2.0,19.133337277149387,0.3256532958875228,17.64912749685217,20.718983833414,24.218378100230517,20.29589263672896,2.0,21.761344770578066,0.7782547868715993,13.857621276501831,15.616348077264151,22.856589191302447,15.45574143909467,0.0,7.61427867282202,0.0,0.0,6.695834233404666,7.949097076941684,10.25118229489408,526.0,68.0,12.0,420.0
L,29618,1,5.0,19.133337277149387,0.6713641968262662,23.49462436512755,17.324483557528414,22.4712682216471,18.57618071893048,2.0,21.761344770578066,1.0026201060075923,19.43870765986966,12.581545342228713,22.846128408598762,13.432764835528333,0.0,7.61427867282202,0.0,0.0,7.794446522072777,7.95009607802377,10.25118229489408,589.0,35.0,19.0,7.0
H,29618,0,2.0,19.133337277149387,0.4869684802189578,20.43134909801267,18.411584570800397,24.154297994053785,18.757809770541968,2.0,21.761344770578066,0.7859468962295897,14.450315430082679,15.33041753785118,22.855097025143856,15.26515325218909,0.0,7.61427867282202,0.0,0.0,6.695834233404666,7.949097076941684,10.25118229489408,262.0,61.0,4.0,55.0
H,29618,0,0.0,19.133337277149387,0.0,0.0,34.22622090349019,30.935437299245887,37.78231446842472,3.0,21.761344770578066,0.8137344805589695,15.218022004586546,12.433108818732126,21.86548114153902,9.148175995470417,0.0,7.61427867282202,0.0,0.0,7.388981413964611,7.949596702233117,10.25118229489408,222.0,140.0,9.0,87.0
L,29618,1,6.0,19.133337277149387,0.6528477330540747,31.443302896756602,11.953405022347086,20.669594221402463,10.981485229945429,2.0,21.761344770578066,0.8254620293002454,16.577371173709807,14.26039270603498,22.850616068373505,14.551899885526204,0.0,7.61427867282202,0.0,0.0,0.0,0.0,0.0,467.0,47.0,0.0,7.0
L,3565,1,17.0,32.77646960186914,1.1424927219939411,42.04831632713497,36.546337487998215,47.73483138557148,36.69259853812157,7.0,45.64173068567293,2.602590464120348,50.710920194491635,21.039743245272998,47.9086309309692,14.354093517569668,0.0,27.80035778457342,0.0,0.0,0.0,0.0,0.0,1014.0,53.0,0.0,136.0
H,3565,1,7.0,32.77646960186914,0.4913857949799337,21.524687096637958,51.962161078409615,54.321632058270424,53.55963350520348,3.0,45.64173068567293,0.8163466670283344,15.994412274731395,46.871468838356655,53.46484541776899,51.041628436257724,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,960.0,74.0,4.0,1200.0
L,3565,0,17.0,32.77646960186914,1.1561145191050801,41.55065413491758,37.39674928840653,47.684957565124776,37.25295002273392,5.0,45.64173068567293,2.064579928008415,35.299969425400164,31.15871116501516,50.13957446358429,31.38480381468515,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,1090.0,56.0,5.0,56.0
L,3565,0,5.0,32.77646960186914,0.5050615174411974,23.38508216897416,45.18727253751174,52.30676899719042,53.76103005751195,6.0,45.64173068567293,2.0217137583908604,40.43810043849583,28.17757671264111,49.40569588141573,24.246185681083798,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,791.0,61.0,4.0,56.0
L,3565,0,4.0,32.77646960186914,0.266674544110991,15.971713556512928,53.54623637890374,55.30711092791735,57.96497776786428,3.0,45.64173068567293,0.939155695969888,16.709063366090554,46.13394522875187,53.46136196410168,50.72613793358643,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,1061.0,73.0,5.0,722.0
H,3565,0,3.0,32.77646960186914,0.15279686950474622,8.75880368590522,61.117714648929,58.02770514022623,65.65617359395151,2.0,45.64173068567293,0.6541433009783801,11.107242468279988,48.48074215118784,54.5731648990497,58.246462971512116,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,1181.0,46.0,4.0,1052.0
L,3565,0,1.0,32.77646960186914,0.06466820721073188,4.173260970754994,61.537674649377756,58.7862079257928,70.29490668424347,1.0,45.64173068567293,0.3423673252825162,5.7586607459580055,49.248502867433146,54.72767035464627,64.46554491830149,0.0,27.80035778457342,0.0,0.0,21.69547695314374,29.252458317529275,38.46079918933886,928.0,54.0,3.0,2477.0
L,1412,1,16.0,36.13660911143089,0.7249909744681958,26.469919234723417,51.693231381733725,57.82646791825074,55.287734112229174,4.0,48.79836127493363,1.140496388989872,20.322569844485237,46.175910127948285,58.300485934381115,53.45477957086401,1.0,15.989888975978918,0.15684101668437536,1.6268283011189453,12.454894659206856,16.568594975945047,20.353898407384367,933.0,59.0,86.0,330.0
