sensitive_attribute,session,score,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
H,3462,0,1.0,3.5361999441755514,0.13275509497498744,5.134381044491966,3.9647934344223867,6.567217031361047,3.7900982559267766,1.0,4.546379391506654,0.3637296569697068,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,270.0,31.0,0.0,770.0
L,3462,0,2.0,3.5361999441755514,0.08941522274700447,4.9562902738922805,4.485179784128428,6.323366420967036,4.4540088257119885,1.0,4.546379391506654,0.4561641423675589,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,4.695629185843113,6.321953713433637,8.622540803765009,1086.0,27.0,37.0,763.0
H,3462,1,3.0,3.5361999441755514,0.17131205533098767,5.972157996663727,3.71256366855344,6.073255584853031,3.7302354612717545,1.0,4.546379391506654,0.3893604229776624,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,860.0,28.0,0.0,560.0
H,3462,0,6.0,3.5361999441755514,0.2892440197583528,6.365463089160937,3.5067526721167113,5.629811990631444,3.5677816762147363,1.0,4.546379391506654,0.30161883070694706,5.340066973349384,1.9290478378966507,5.601632731244125,1.894986990324942,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1324.0,44.0,0.0,632.0
H,3462,0,1.0,3.5361999441755514,0.06777020614223077,4.373456074275175,4.764550350040591,6.590952706079349,4.584804838719999,1.0,4.546379391506654,0.4601121582785334,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,584.0,27.0,0.0,866.0
H,3462,0,4.0,3.5361999441755514,0.10403664935772912,5.986087095413527,3.7938732488855753,5.911647145942436,3.8327374441976287,2.0,4.546379391506654,0.4637816544626296,6.331353267641394,1.5703674170317166,5.476468870174866,1.6078377401338793,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1252.0,79.0,0.0,861.0
H,3462,0,3.0,3.5361999441755514,0.13753829269771767,5.788857509050519,3.897830735577151,6.084081767317059,3.914710464169589,1.0,4.546379391506654,0.3448191791406377,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,910.0,32.0,0.0,1649.0
L,3462,0,1.0,3.5361999441755514,0.16273737255997014,5.5268727158904145,3.271646253862442,6.5573647349180355,3.09901978806666,1.0,4.546379391506654,0.4607574426954895,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,150.0,38.0,0.0,657.0
H,3462,0,5.0,3.5361999441755514,0.25174096125663603,6.5128668794305264,3.2683017677532766,5.734707114715222,3.3216457598577023,1.0,4.546379391506654,0.3898082225467978,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,5.388776366403059,6.3239477320405015,8.622540803765009,910.0,30.0,55.0,1613.0
H,3462,0,3.0,3.5361999441755514,0.1997502936238134,5.859227478808303,3.8293629362996895,6.0798593824372125,3.846552528318016,2.0,4.546379391506654,0.5947344042132516,6.528695784372674,1.4525843813753332,5.475970986171551,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,899.0,75.0,0.0,766.0
L,3462,1,4.0,3.5361999441755514,0.06113770691095241,4.462131702514329,4.884469462565448,6.053393434685852,4.914846696073579,1.0,4.546379391506654,0.5377618519191797,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,4.407947113391333,6.321454586894701,8.622540803765009,3838.0,25.0,25.0,2328.0
L,3462,0,4.0,3.5361999441755514,0.2928979161568925,6.541208223586646,3.1185306929591365,5.873072278638978,3.1595149898855843,1.0,4.546379391506654,0.3992807616179318,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,585.0,41.0,0.0,533.0
H,3462,0,3.0,3.5361999441755514,0.1056710826035539,5.287852385471239,4.317894643106468,6.11678097349371,4.332333254202676,1.0,4.546379391506654,0.3672123502745979,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1460.0,29.0,0.0,1999.0
H,3462,0,2.0,3.5361999441755514,0.3293813241482918,6.3213033259095885,2.836521158541048,6.263147560973983,2.811855563165341,2.0,4.546379391506654,0.4252828602232019,6.528695784372674,1.4525843813753332,5.475970986171551,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,200.0,64.0,0.0,952.0
H,3462,1,2.0,3.5361999441755514,0.13484738264474191,5.67614494160335,3.8420430241431456,6.288440738113063,3.814687545135768,1.0,4.546379391506654,0.4424047948338325,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,711.0,27.0,0.0,535.0
L,3462,0,0.0,3.5361999441755514,0.0,0.0,6.571984057999858,7.128091259012039,9.278814002696839,1.0,4.546379391506654,0.33789381218324294,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,2265.0,40.0,0.0,699.0
L,3462,0,4.0,3.5361999441755514,0.16949559385414684,5.765316705805963,3.993999430313037,5.928577314678883,4.0319084640823215,1.0,4.546379391506654,0.37117370599142996,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1413.0,39.0,0.0,675.0
H,3462,0,4.0,3.5361999441755514,0.36867317750908174,6.843025167746505,2.504520832957915,5.8541900909176485,2.5465150503426104,1.0,4.546379391506654,0.4560745454940918,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,364.0,36.0,0.0,1431.0
H,3462,0,5.0,3.5361999441755514,0.3345430309148135,6.83940136010802,2.7166541494670318,5.7094496367360765,2.7710957283757596,1.0,4.546379391506654,0.3427037522260673,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,513.0,34.0,0.0,685.0
H,3462,0,4.0,3.5361999441755514,0.17408458970868773,5.918706411647997,3.857662986760905,5.916710447898983,3.896243119816973,1.0,4.546379391506654,0.5517218737330806,6.708247687136425,0.8304355492285411,5.599636722597411,0.7977961923926263,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1344.0,20.0,0.0,1243.0
H,3462,0,1.0,3.5361999441755514,0.09562184386865792,4.89123481712555,4.264898026872725,6.574056335011287,4.088757291625966,1.0,4.546379391506654,0.5016259369741426,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,5.101094293951277,6.322951219750763,8.622540803765009,415.0,21.0,35.0,359.0
H,3462,0,1.0,3.5361999441755514,0.010911676266918415,2.192131831834498,6.311395412833207,6.7372079756975225,6.098385454550429,2.0,4.546379391506654,0.5907302821496991,6.962740338064741,1.1649023089235522,5.4749744738818125,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,2939.0,61.0,0.0,299.0
L,3462,0,1.0,3.5361999441755514,0.0724672968532816,4.4406098258053355,4.706730779151765,6.588556347396041,4.527499440948163,1.0,4.546379391506654,0.4862563563421106,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,4.002482005283168,6.320955211104048,8.622540803765009,572.0,26.0,21.0,2507.0
H,3462,0,1.0,3.5361999441755514,0.030168524067084656,2.7097349987694748,5.952667782576732,6.683692022357413,5.752267004935028,2.0,4.546379391506654,0.1945975714529272,3.734827580401526,2.838878742495224,5.487852314058304,2.8722713317259108,0.0,6.690359454324059,0.0,0.0,4.407947113391333,6.321454586894701,8.622540803765009,1922.0,214.0,22.0,429.0
L,3462,1,6.0,3.5361999441755514,0.23228584169664696,6.75711480490142,2.9766451188012697,5.593106360179593,3.0390366711083034,1.0,4.546379391506654,0.5560457180372596,6.708247687136425,0.8304355492285411,5.599636722597411,0.7977961923926263,1.0,6.690359454324059,0.6232842848063518,5.4675717593371225,2.187649153910609,6.076334933914738,1.2033729765165757,981.0,19.0,28.0,422.0
L,3462,0,0.0,3.5361999441755514,0.0,0.0,4.334318511105128,6.993577548037406,9.278814002696839,1.0,4.546379391506654,0.4413901176082249,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,4.407947113391333,6.321454586894701,8.622540803765009,249.0,25.0,26.0,732.0
L,3462,0,2.0,3.5361999441755514,0.18549871903409892,5.755215720785865,3.7528118904152032,6.285072921602947,3.725818089958589,1.0,4.546379391506654,0.8388603949995174,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,528.0,17.0,0.0,311.0
H,3462,0,0.0,3.5361999441755514,0.0,0.0,6.486080714364589,7.116425540196077,9.278814002696839,0.0,4.546379391506654,0.0,0.0,3.5548402668306576,5.7536469253495275,8.046281687490406,0.0,6.690359454324059,0.0,0.0,4.002482005283168,6.320955211104048,8.622540803765009,1837.0,131.0,10.0,273.0
L,3462,0,1.0,3.5361999441755514,0.06655094831585509,4.778097862620582,4.386787844481762,6.577458525413244,4.209925113717877,1.0,4.546379391506654,1.0,7.167334075985665,0.13728836866859584,5.599137097305976,0.10500470046554336,0.0,6.690359454324059,0.0,0.0,3.309334824723223,6.320455585812615,8.622540803765009,596.0,11.0,14.0,425.0
H,3462,0,1.0,3.5361999441755514,0.1206169072046519,5.303876032742412,3.7099011847935968,6.562795506103169,3.536136397452456,1.0,4.546379391506654,0.30261694075338386,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,210.0,46.0,0.0,836.0
H,3462,0,1.0,3.5361999441755514,0.04217006568272737,2.9960753977712145,5.760710913799106,6.661189418323711,5.565459399367776,1.0,4.546379391506654,0.5194353110377411,5.946473499834738,1.5235827297884863,5.600635224926998,1.4902323750052069,0.0,6.690359454324059,0.0,0.0,0.0,0.0,0.0,1804.0,28.0,0.0,1989.0
H,3462,0,1.0,3.5361999441755514,0.06923709218977545,4.308303149215702,4.819208762578455,6.593343335953267,4.638949342379009,1.0,4.546379391506654,0.4648313841090979,6.304432395231929,1.2359006573367055,5.600136098388061,1.2029057383373496,0.0,6.690359454324059,0.0,0.0,4.918772737157323,6.322452590969553,8.622540803765009,682.0,28.0,49.0,529.0
H,3462,0,0.0,3.5361999441755514,0.0,0.0,6.5025555515680935,7.118596150989713,9.278814002696839,0.0,4.546379391506654,0.0,0.0,3.1981653228919256,5.7506722082327855,8.046281687490406,0.0,6.690359454324059,0.0,0.0,4.002482005283168,6.320955211104048,8.622540803765009,2130.0,118.0,13.0,293.0
L,64062,0,1.0,15.213300372396429,0.16435234309692034,10.62676651255421,18.36105303410663,19.08857195504067,17.599776523507867,2.0,14.53062449170378,0.7363128548842468,17.06731912766623,5.9760248681195485,14.52841954507889,3.793969096095882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,44.0,0.0,0.0
L,64062,0,4.0,15.213300372396429,0.34433266532409884,22.317182878270454,9.210068503656327,13.90352714168866,8.559218433999,2.0,14.53062449170378,0.9009997453837784,16.239297607435734,6.2843262277740655,14.529416305627803,4.102225313815298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,39.0,0.0,0.0
H,64062,1,0.0,15.213300372396429,0.0,0.0,25.98849552141419,22.03273770087142,26.581705026637763,2.0,14.53062449170378,0.6165792539502967,12.577973070605069,7.522404644586513,14.535386459314713,5.340032901077842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,77.0,0.0,3.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,27.742354837401336,22.109046432203804,26.581705026637763,2.0,14.53062449170378,0.8127022910200259,16.239297607435734,6.2843262277740655,14.529416305627803,4.102225313815298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,52.0,0.0,0.0
H,64062,0,1.0,15.213300372396429,0.06962342616224426,5.686961768003616,20.899661525291787,18.356369251242768,18.66793496151184,0.0,14.53062449170378,0.0,0.0,16.110318645321854,17.041565325353698,21.639747732833282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,42.0,0.0,373.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,28.18572009875041,22.140616261322087,26.581705026637763,2.0,14.53062449170378,0.5190143204344284,12.1224502436484,7.6706205888939545,14.536379754592145,5.488203710803282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,79.0,0.0,2.0
L,64062,1,0.0,15.213300372396429,0.0,0.0,27.742354837401336,22.109046432203804,26.581705026637763,2.0,14.53062449170378,1.08360872343326,19.00544719989405,5.165094651903218,14.526424532444642,2.9831291669017364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,23.0,0.0,0.0
L,64062,1,9.0,15.213300372396429,0.3102726829672229,18.297401530777744,10.25775651485425,12.740232526284275,10.124743724880943,2.0,14.53062449170378,0.6335319283380179,14.176043961548052,6.9976761156515295,14.53240361014137,4.81543978219082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4021.0,73.0,0.0,2.0
L,64062,1,0.0,15.213300372396429,0.0,0.0,24.08447789246172,21.998414720726338,26.581705026637763,2.0,14.53062449170378,0.7380849623908238,16.239297607435734,6.2843262277740655,14.529416305627803,4.102225313815298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,45.0,0.0,0.0
L,64062,0,2.0,15.213300372396429,0.523665587732631,22.088932268903704,9.78452681091991,15.166400618560708,7.588309388066754,2.0,14.53062449170378,0.8974370283598917,16.239297607435734,6.2843262277740655,14.529416305627803,4.102225313815298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,45.0,0.0,3.0
L,64062,0,4.0,15.213300372396429,0.33986860421346243,20.582015408873293,9.82729906789282,13.947178746750813,9.176348814082914,2.0,14.53062449170378,0.4815358987284479,11.698768612255757,7.808606331867858,14.537372556796695,5.626144320245423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,98.0,0.0,3.0
H,64062,0,6.0,15.213300372396429,0.3177687199529413,12.257467636589606,19.479707226161715,17.577138235058538,17.802689094341822,2.0,14.53062449170378,0.4921987823943345,8.015022085138776,11.814992279488578,15.405986616664395,13.2434122991905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,125.0,0.0,12.0
H,64062,0,0.0,15.213300372396429,0.0,0.0,28.489002635194073,22.166245902675033,26.581705026637763,1.0,14.53062449170378,0.4639854255860416,8.394831300955467,11.190746697409553,15.911798947546144,12.89517198738353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.0,35.0,0.0,44.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,28.265960086329255,22.147054528551315,26.581705026637763,2.0,14.53062449170378,0.7416893062696501,17.06731912766623,5.9760248681195485,14.52841954507889,3.793969096095882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,43.0,0.0,0.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,27.742354837401336,22.109046432203804,26.581705026637763,0.0,14.53062449170378,0.0,0.0,16.612947501883667,17.043557357390892,21.639747732833282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,72.0,8.0,4.0
L,64062,0,4.0,15.213300372396429,0.4192996749782169,22.683372279334947,9.066580693938645,13.895058533411081,8.415749809181689,2.0,14.53062449170378,1.02077745076741,17.984317009631496,5.611381754531639,14.527422287516467,3.4293711254937174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,27.0,0.0,0.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,23.447570430224648,21.992471179948026,26.581705026637763,2.0,14.53062449170378,1.0640920386886572,20.14951500518955,4.589730506999659,14.525426279366766,2.4078101670853567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,18.0,0.0,0.0
L,64062,0,0.0,15.213300372396429,0.0,0.0,23.79127094407797,21.99544515819118,26.581705026637763,2.0,14.53062449170378,0.8708425596904307,17.06731912766623,5.9760248681195485,14.52841954507889,3.793969096095882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,32.0,0.0,1.0
